ghn_ward_id,district_id,name
440307,1695,Xã Bạch Đằng
440306,1695,Phường Uyên Hưng
440305,1695,Phường Thạnh Phước
440304,1695,Phường Thái Hòa
440303,1695,Phường Tân Phước Khánh
440302,1695,Phường Tân Hiệp
440301,1695,Phường Khánh Bình
440410,1541,Xã An Sơn
440409,1541,Phường Vĩnh Phú
440408,1541,Phường Thuận Giao
440407,1541,Phường Lái Thiêu
440406,1541,Phường Hưng Định
440405,1541,Phường Bình Nhâm
440404,1541,Phường Bình Hòa
440403,1541,Phường Bình Chuẩn
440402,1541,Phường An Thạnh
440401,1541,Phường An Phú
440507,1540,Phường Tân Đông Hiệp
440506,1540,Phường Tân Bình
440505,1540,Phường Đông Hòa
440504,1540,Phường Dĩ An
440503,1540,Phường Bình Thắng
440502,1540,Phường Bình An
440501,1540,Phường An Bình
440114,1538,Phường Tương Bình Hiệp
440113,1538,Phường Tân An
440112,1538,Phường Phú Thọ
440111,1538,Phường Phú Tân
440110,1538,Phường Phú Mỹ
440109,1538,Phường Phú Lợi
440108,1538,Phường Phú Hòa
440107,1538,Phường Phú Cường
440106,1538,Phường Hoà Phú
440105,1538,Phường Hiệp Thành
440104,1538,Phường Hiệp An
440103,1538,Phường Định Hoà
440102,1538,Phường Chánh Nghĩa
440101,1538,Phường Chánh Mỹ
